,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
17776,48737,7/11/2013 13:43,7/11/2013 13:57,102,838,10.0,Clinton St & Washington Blvd,9.0,Clark St & Congress Pkwy,Customer,,
17777,48738,7/11/2013 13:43,7/11/2013 14:08,532,"1,468",42.0,Michigan Ave & Oak St,388.0,Montrose Harbor,Customer,,
17778,48739,7/11/2013 13:43,7/11/2013 14:23,622,"2,383",30.0,State St & Harrison St,30.0,State St & Harrison St,Customer,,
17779,48745,7/11/2013 13:46,7/11/2013 14:22,270,"2,200",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17780,48746,7/11/2013 13:46,7/11/2013 14:31,143,"2,697",157.0,Aberdeen St & Jackson Blvd,8.0,Millennium Park,Customer,,
17781,48747,7/11/2013 13:46,7/11/2013 14:02,611,970,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17782,48748,7/11/2013 13:46,7/11/2013 14:30,166,"2,652",3.0,State St & Van Buren St,8.0,Millennium Park,Customer,,
17783,48750,7/11/2013 13:46,7/11/2013 14:02,69,940,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17784,48752,7/11/2013 13:47,7/11/2013 14:06,771,"1,172",223.0,Wood St & North Ave,65.0,Damen Ave & Pierce Ave,Customer,,
17785,48754,7/11/2013 13:48,7/11/2013 14:28,412,"2,401",51.0,McClurg Ct & Illinois St,106.0,McCormick Place,Customer,,
17786,48755,7/11/2013 13:49,7/11/2013 14:34,84,"2,755",20.0,Dearborn St & Adams St,8.0,Millennium Park,Customer,,
17787,48759,7/11/2013 13:49,7/11/2013 14:00,668,619,66.0,Wilton Ave & Diversey Pkwy,66.0,Wilton Ave & Diversey Pkwy,Customer,,
17788,48760,7/11/2013 13:50,7/11/2013 14:03,819,808,8.0,Millennium Park,155.0,May St & Randolph St,Customer,,
17789,48763,7/11/2013 13:50,7/11/2013 14:22,120,"1,943",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17790,48764,7/11/2013 13:50,7/11/2013 14:23,598,"1,954",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17791,48765,7/11/2013 13:50,7/11/2013 13:59,330,547,31.0,Wabash Ave & Roosevelt Rd,19.0,Franklin St & Jackson Blvd,Customer,,
17792,48774,7/11/2013 13:52,7/11/2013 14:40,180,"2,868",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17793,48775,7/11/2013 13:52,7/11/2013 14:01,638,531,66.0,Wilton Ave & Diversey Pkwy,66.0,Wilton Ave & Diversey Pkwy,Customer,,
17794,48780,7/11/2013 13:52,7/11/2013 14:14,265,"1,265",29.0,Museum Campus,189.0,Racine Ave & Fullerton Ave,Customer,,
17795,48781,7/11/2013 13:53,7/11/2013 14:40,194,"2,804",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17796,48783,7/11/2013 13:53,7/11/2013 14:13,357,"1,214",221.0,Wood St & Milwaukee Ave,189.0,Racine Ave & Fullerton Ave,Customer,,
17797,48784,7/11/2013 13:53,7/11/2013 14:40,834,"2,809",300.0,Lake Shore Dr & Monroe St,106.0,McCormick Place,Customer,,
17798,48786,7/11/2013 13:54,7/11/2013 14:00,698,325,327.0,Clinton St & Roosevelt Rd,166.0,Halsted St & James M Rochford St,Customer,,
17799,48787,7/11/2013 13:55,7/11/2013 14:40,554,"2,707",8.0,Millennium Park,106.0,McCormick Place,Customer,,
17800,48789,7/11/2013 13:55,7/11/2013 14:25,803,"1,800",106.0,McCormick Place,51.0,McClurg Ct & Illinois St,Customer,,
17801,48791,7/11/2013 13:55,7/11/2013 14:15,664,"1,194",51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17802,48792,7/11/2013 13:55,7/11/2013 14:09,217,830,33.0,Green St & Milwaukee Ave,29.0,Museum Campus,Customer,,
17803,48794,7/11/2013 13:56,7/11/2013 14:15,727,"1,156",51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17804,48796,7/11/2013 13:57,7/11/2013 14:18,822,"1,246",300.0,Lake Shore Dr & Monroe St,42.0,Michigan Ave & Oak St,Customer,,
17805,48797,7/11/2013 13:57,7/11/2013 14:17,413,"1,226",300.0,Lake Shore Dr & Monroe St,42.0,Michigan Ave & Oak St,Customer,,
17806,48804,7/11/2013 13:59,7/11/2013 14:37,847,"2,284",29.0,Museum Campus,29.0,Museum Campus,Customer,,
17807,48805,7/11/2013 14:00,7/11/2013 14:25,86,"1,504",8.0,Millennium Park,29.0,Museum Campus,Customer,,
17808,48806,7/11/2013 14:00,7/11/2013 14:13,200,811,160.0,May St & Taylor St,30.0,State St & Harrison St,Customer,,
17809,48807,7/11/2013 14:00,7/11/2013 14:25,41,"1,500",8.0,Millennium Park,29.0,Museum Campus,Customer,,
17810,48808,7/11/2013 14:00,7/11/2013 14:07,734,446,5.0,Clark St & Randolph St,301.0,Clinton St & Madison St,Customer,,
17811,48809,7/11/2013 14:00,7/11/2013 14:25,628,"1,488",8.0,Millennium Park,365.0,Ellis Ave & 58th St,Customer,,
17812,48810,7/11/2013 14:00,7/11/2013 14:25,83,"1,465",8.0,Millennium Park,29.0,Museum Campus,Customer,,
17813,48812,7/11/2013 14:01,7/11/2013 14:26,823,"1,531",124.0,Cannon Dr & Fullerton Ave,124.0,Cannon Dr & Fullerton Ave,Customer,,
17814,48813,7/11/2013 14:02,7/11/2013 14:19,88,"1,007",64.0,Wells St & Erie St,51.0,McClurg Ct & Illinois St,Customer,,
17815,48814,7/11/2013 14:02,7/11/2013 14:19,501,986,64.0,Wells St & Erie St,247.0,Ashland Ave & Chicago Ave,Customer,,
17816,48815,7/11/2013 14:02,7/11/2013 14:25,783,"1,349",34.0,Michigan Ave & Pearson St,21.0,Clinton St & Lake St,Customer,,
17817,48816,7/11/2013 14:03,7/11/2013 14:37,895,"2,076",365.0,Ellis Ave & 58th St,29.0,Museum Campus,Customer,,
17818,48817,7/11/2013 14:03,7/11/2013 14:31,668,"1,672",66.0,Wilton Ave & Diversey Pkwy,146.0,Lincoln Ave & Armitage Ave,Customer,,
17819,48818,7/11/2013 14:03,7/11/2013 14:31,717,"1,637",66.0,Wilton Ave & Diversey Pkwy,146.0,Lincoln Ave & Armitage Ave,Customer,,
17820,48819,7/11/2013 14:04,7/11/2013 14:48,603,"2,640",300.0,Lake Shore Dr & Monroe St,29.0,Museum Campus,Customer,,
17821,48821,7/11/2013 14:05,7/11/2013 14:48,611,"2,590",300.0,Lake Shore Dr & Monroe St,29.0,Museum Campus,Customer,,
17822,48822,7/11/2013 14:06,7/11/2013 14:25,119,"1,151",40.0,Michigan Ave & Congress Pkwy,29.0,Museum Campus,Customer,,
17823,48823,7/11/2013 14:06,7/11/2013 16:31,229,"8,712",29.0,Museum Campus,29.0,Museum Campus,Customer,,
17824,48824,7/11/2013 14:06,7/11/2013 14:41,675,"2,127",42.0,Michigan Ave & Oak St,51.0,McClurg Ct & Illinois St,Customer,,
17825,48825,7/11/2013 14:06,7/11/2013 14:41,766,"2,121",42.0,Michigan Ave & Oak St,51.0,McClurg Ct & Illinois St,Customer,,
17826,48826,7/11/2013 14:06,7/11/2013 14:25,775,"1,123",8.0,Millennium Park,29.0,Museum Campus,Customer,,
17827,48827,7/11/2013 14:06,7/11/2013 14:44,297,"2,247",221.0,Wood St & Milwaukee Ave,8.0,Millennium Park,Customer,,
17828,48828,7/11/2013 14:07,7/11/2013 14:44,99,"2,232",221.0,Wood St & Milwaukee Ave,8.0,Millennium Park,Customer,,
17829,48831,7/11/2013 14:08,7/11/2013 14:15,153,424,33.0,Green St & Milwaukee Ave,155.0,May St & Randolph St,Customer,,
17830,48832,7/11/2013 14:08,7/11/2013 16:31,704,"8,557",29.0,Museum Campus,29.0,Museum Campus,Customer,,
17831,48834,7/11/2013 14:09,7/11/2013 14:39,327,"1,779",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17832,48835,7/11/2013 14:09,7/11/2013 15:41,261,"5,522",300.0,Lake Shore Dr & Monroe St,31.0,Wabash Ave & Roosevelt Rd,Customer,,
17833,48837,7/11/2013 14:09,7/11/2013 16:54,392,"9,914",60.0,Sheffield Ave & Fullerton Ave,60.0,Sheffield Ave & Fullerton Ave,Customer,,
17834,48838,7/11/2013 14:10,7/11/2013 15:41,514,"5,496",300.0,Lake Shore Dr & Monroe St,31.0,Wabash Ave & Roosevelt Rd,Customer,,
17835,48839,7/11/2013 14:10,7/11/2013 14:38,374,"1,716",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17836,48841,7/11/2013 14:10,7/11/2013 14:36,176,"1,544",42.0,Michigan Ave & Oak St,272.0,Franklin St & Lake St,Customer,,
17837,48842,7/11/2013 14:11,7/11/2013 14:36,373,"1,506",42.0,Michigan Ave & Oak St,124.0,Cannon Dr & Fullerton Ave,Customer,,
17838,48843,7/11/2013 14:11,7/11/2013 14:52,769,"2,458",9.0,Clark St & Congress Pkwy,42.0,Michigan Ave & Oak St,Customer,,
17839,48854,7/11/2013 14:12,7/11/2013 14:36,343,"1,392",30.0,State St & Harrison St,300.0,Lake Shore Dr & Monroe St,Customer,,
17840,48863,7/11/2013 14:14,7/11/2013 14:35,264,"1,256",46.0,Wells St & Walton St,46.0,Wells St & Walton St,Customer,,
17841,48866,7/11/2013 14:15,7/11/2013 14:19,570,232,40.0,Michigan Ave & Congress Pkwy,3.0,State St & Van Buren St,Customer,,
17842,48868,7/11/2013 14:16,7/11/2013 14:22,31,370,2.0,State St & Randolph St,50.0,State St & Kinzie St,Customer,,
17843,48873,7/11/2013 14:18,7/11/2013 14:29,959,672,29.0,Museum Campus,170.0,Wabash Ave & Cermak Rd,Customer,,
17844,48874,7/11/2013 14:19,7/11/2013 14:31,747,676,301.0,Clinton St & Madison St,10.0,Clinton St & Washington Blvd,Customer,,
17845,48877,7/11/2013 14:20,7/11/2013 14:22,536,68,248.0,Ashland Ave & Augusta Blvd,248.0,Ashland Ave & Augusta Blvd,Customer,,
17846,48882,7/11/2013 14:22,7/11/2013 14:55,2,"1,982",40.0,Michigan Ave & Congress Pkwy,34.0,Michigan Ave & Pearson St,Customer,,
17847,48888,7/11/2013 14:24,7/11/2013 14:35,584,675,300.0,Lake Shore Dr & Monroe St,262.0,Fairbanks Ct & Grand Ave,Customer,,
17848,48904,7/11/2013 14:25,7/11/2013 14:42,848,"1,059",2.0,State St & Randolph St,34.0,Michigan Ave & Pearson St,Customer,,
17849,48909,7/11/2013 14:25,7/11/2013 14:55,908,"1,754",40.0,Michigan Ave & Congress Pkwy,34.0,Michigan Ave & Pearson St,Customer,,
17850,48912,7/11/2013 14:26,7/11/2013 15:03,567,"2,222",76.0,Racine Ave & Congress Pkwy,17.0,Franklin St & Chicago Ave,Customer,,
17851,48915,7/11/2013 14:27,7/11/2013 14:56,405,"1,719",300.0,Lake Shore Dr & Monroe St,51.0,McClurg Ct & Illinois St,Customer,,
17852,48916,7/11/2013 14:27,7/11/2013 14:40,247,764,20.0,Dearborn St & Adams St,155.0,May St & Randolph St,Customer,,
17853,48917,7/11/2013 14:27,7/11/2013 14:50,492,"1,368",414.0,Halsted St & 37th St,20.0,Dearborn St & Adams St,Customer,,
17854,48920,7/11/2013 14:27,7/11/2013 14:52,10,"1,477",31.0,Wabash Ave & Roosevelt Rd,20.0,Dearborn St & Adams St,Customer,,
17855,48922,7/11/2013 14:27,7/11/2013 14:49,83,"1,293",29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17856,48923,7/11/2013 14:27,7/11/2013 14:52,293,"1,506",272.0,Franklin St & Lake St,209.0,Clark St & Wrightwood Ave,Customer,,
17857,48924,7/11/2013 14:27,7/11/2013 14:56,727,"1,744",300.0,Lake Shore Dr & Monroe St,237.0,Lincoln Ave & Eastwood Ave,Customer,,
17858,48925,7/11/2013 14:28,7/11/2013 14:49,86,"1,289",29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17859,48926,7/11/2013 14:28,7/11/2013 15:03,549,"2,124",76.0,Racine Ave & Congress Pkwy,17.0,Franklin St & Chicago Ave,Customer,,
17860,48930,7/11/2013 14:28,7/11/2013 14:49,119,"1,231",29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17861,48931,7/11/2013 14:28,7/11/2013 14:50,775,"1,266",29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17862,48937,7/11/2013 14:29,7/11/2013 14:55,321,"1,549",282.0,Larrabee St & Menomonee St,42.0,Michigan Ave & Oak St,Customer,,
17863,48938,7/11/2013 14:29,7/11/2013 14:56,471,"1,603",8.0,Millennium Park,157.0,Aberdeen St & Jackson Blvd,Customer,,
17864,48939,7/11/2013 14:29,7/11/2013 14:56,653,"1,586",8.0,Millennium Park,157.0,Aberdeen St & Jackson Blvd,Customer,,
17865,48940,7/11/2013 14:30,7/11/2013 14:55,735,"1,553",282.0,Larrabee St & Menomonee St,42.0,Michigan Ave & Oak St,Customer,,
17866,48942,7/11/2013 14:30,7/11/2013 15:03,541,"1,983",76.0,Racine Ave & Congress Pkwy,17.0,Franklin St & Chicago Ave,Customer,,
17867,48946,7/11/2013 14:30,7/11/2013 14:59,723,"1,695",209.0,Clark St & Wrightwood Ave,51.0,McClurg Ct & Illinois St,Customer,,
17868,48949,7/11/2013 14:31,7/11/2013 14:58,450,"1,675",146.0,Lincoln Ave & Armitage Ave,51.0,McClurg Ct & Illinois St,Customer,,
17869,48952,7/11/2013 14:31,7/11/2013 14:43,51,742,29.0,Museum Campus,414.0,Halsted St & 37th St,Customer,,
17870,48958,7/11/2013 14:31,7/11/2013 14:33,384,80,124.0,Cannon Dr & Fullerton Ave,124.0,Cannon Dr & Fullerton Ave,Customer,,
17871,48960,7/11/2013 14:32,7/11/2013 14:41,489,543,76.0,Racine Ave & Congress Pkwy,37.0,Clinton St & Tilden St,Customer,,
17872,48962,7/11/2013 14:33,7/11/2013 14:52,717,"1,185",146.0,Lincoln Ave & Armitage Ave,42.0,Michigan Ave & Oak St,Customer,,
17873,48963,7/11/2013 14:33,7/11/2013 14:53,668,"1,177",146.0,Lincoln Ave & Armitage Ave,413.0,Halsted St & 35th St,Customer,,
17874,48965,7/11/2013 14:33,7/11/2013 14:41,100,466,46.0,Wells St & Walton St,34.0,Michigan Ave & Pearson St,Customer,,
17875,48966,7/11/2013 14:33,7/11/2013 14:53,501,"1,182",247.0,Ashland Ave & Chicago Ave,8.0,Millennium Park,Customer,,
17876,48967,7/11/2013 14:34,7/11/2013 14:53,88,"1,195",51.0,McClurg Ct & Illinois St,8.0,Millennium Park,Customer,,
17877,48969,7/11/2013 14:34,7/11/2013 14:42,498,476,9.0,Clark St & Congress Pkwy,5.0,Clark St & Randolph St,Customer,,
17878,48970,7/11/2013 14:34,7/11/2013 14:55,897,"1,287",51.0,McClurg Ct & Illinois St,124.0,Cannon Dr & Fullerton Ave,Customer,,
17879,48974,7/11/2013 14:36,7/11/2013 14:59,664,"1,394",300.0,Lake Shore Dr & Monroe St,43.0,Michigan Ave & Lake St,Customer,,
17880,48975,7/11/2013 14:36,7/11/2013 14:43,902,403,46.0,Wells St & Walton St,46.0,Wells St & Walton St,Customer,,
17881,48976,7/11/2013 14:36,7/11/2013 15:26,369,"2,997",42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
17882,48978,7/11/2013 14:37,7/11/2013 15:27,467,"2,996",42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
17883,48982,7/11/2013 14:37,7/11/2013 14:51,343,797,300.0,Lake Shore Dr & Monroe St,51.0,McClurg Ct & Illinois St,Customer,,
17884,48983,7/11/2013 14:38,7/11/2013 14:51,84,787,8.0,Millennium Park,247.0,Ashland Ave & Chicago Ave,Customer,,
17885,48984,7/11/2013 14:38,7/11/2013 14:51,716,805,51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17886,48986,7/11/2013 14:38,7/11/2013 14:52,579,869,34.0,Michigan Ave & Pearson St,49.0,Dearborn St & Monroe St,Customer,,
17887,48987,7/11/2013 14:38,7/11/2013 14:50,246,744,51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17888,48988,7/11/2013 14:38,7/11/2013 14:49,895,649,29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17889,48989,7/11/2013 14:38,7/11/2013 14:49,847,652,29.0,Museum Campus,300.0,Lake Shore Dr & Monroe St,Customer,,
17890,48991,7/11/2013 14:39,7/11/2013 16:32,237,"6,768",237.0,Lincoln Ave & Eastwood Ave,51.0,McClurg Ct & Illinois St,Customer,,
17891,48992,7/11/2013 14:39,7/11/2013 16:32,210,"6,747",124.0,Cannon Dr & Fullerton Ave,51.0,McClurg Ct & Illinois St,Customer,,
17892,48995,7/11/2013 14:40,7/11/2013 15:04,373,"1,477",124.0,Cannon Dr & Fullerton Ave,300.0,Lake Shore Dr & Monroe St,Customer,,
17893,48996,7/11/2013 14:40,7/11/2013 14:54,374,813,300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17894,48998,7/11/2013 14:41,7/11/2013 14:54,327,750,300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17895,49001,7/11/2013 14:42,7/11/2013 15:19,336,"2,239",43.0,Michigan Ave & Lake St,51.0,McClurg Ct & Illinois St,Customer,,
17896,49004,7/11/2013 14:42,7/11/2013 15:19,217,"2,224",29.0,Museum Campus,51.0,McClurg Ct & Illinois St,Customer,,
17897,49007,7/11/2013 14:43,7/11/2013 15:14,109,"1,856",31.0,Wabash Ave & Roosevelt Rd,300.0,Lake Shore Dr & Monroe St,Customer,,
17898,49008,7/11/2013 14:44,7/11/2013 15:22,675,"2,332",51.0,McClurg Ct & Illinois St,146.0,Lincoln Ave & Armitage Ave,Customer,,
17899,49010,7/11/2013 14:44,7/11/2013 16:36,766,"6,702",51.0,McClurg Ct & Illinois St,146.0,Lincoln Ave & Armitage Ave,Customer,,
17900,49018,7/11/2013 14:45,7/11/2013 14:57,311,772,163.0,Morgan St & 18th St,31.0,Wabash Ave & Roosevelt Rd,Customer,,
17901,49025,7/11/2013 14:46,7/11/2013 15:39,285,"3,213",163.0,Morgan St & 18th St,29.0,Museum Campus,Customer,,
17902,49038,7/11/2013 14:48,7/11/2013 14:56,800,500,37.0,Clinton St & Tilden St,49.0,Dearborn St & Monroe St,Customer,,
17903,49052,7/11/2013 14:49,7/11/2013 15:35,551,"2,777",3.0,State St & Van Buren St,50.0,State St & Kinzie St,Customer,,
17904,49056,7/11/2013 14:50,7/11/2013 15:13,264,"1,414",46.0,Wells St & Walton St,3.0,State St & Van Buren St,Customer,,
17905,49059,7/11/2013 14:50,7/11/2013 15:08,611,"1,095",29.0,Museum Campus,29.0,Museum Campus,Customer,,
17906,49060,7/11/2013 14:50,7/11/2013 14:51,902,65,46.0,Wells St & Walton St,46.0,Wells St & Walton St,Customer,,
17907,49061,7/11/2013 14:50,7/11/2013 15:36,924,"2,750",3.0,State St & Van Buren St,50.0,State St & Kinzie St,Customer,,
17908,49062,7/11/2013 14:50,7/11/2013 17:07,775,"8,235",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17909,49063,7/11/2013 14:50,7/11/2013 17:08,86,"8,263",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17910,49067,7/11/2013 14:50,7/11/2013 15:16,416,"1,524",42.0,Michigan Ave & Oak St,8.0,Millennium Park,Customer,,
17911,49071,7/11/2013 14:52,7/11/2013 15:11,84,"1,193",247.0,Ashland Ave & Chicago Ave,34.0,Michigan Ave & Pearson St,Customer,,
17912,49074,7/11/2013 14:52,7/11/2013 15:12,343,"1,180",51.0,McClurg Ct & Illinois St,34.0,Michigan Ave & Pearson St,Customer,,
17913,49075,7/11/2013 14:52,7/11/2013 15:39,878,"2,830",163.0,Morgan St & 18th St,29.0,Museum Campus,Customer,,
17914,49077,7/11/2013 14:53,7/11/2013 15:34,372,"2,484",8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17915,49082,7/11/2013 14:53,7/11/2013 15:26,293,"1,973",209.0,Clark St & Wrightwood Ave,51.0,McClurg Ct & Illinois St,Customer,,
17916,49083,7/11/2013 14:52,7/11/2013 15:09,197,987,29.0,Museum Campus,29.0,Museum Campus,Customer,,
17917,49084,7/11/2013 14:53,7/11/2013 15:33,841,"2,406",8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17918,49085,7/11/2013 14:53,7/11/2013 15:13,662,"1,184",46.0,Wells St & Walton St,3.0,State St & Van Buren St,Customer,,
17919,49090,7/11/2013 14:54,7/11/2013 15:08,69,828,29.0,Museum Campus,29.0,Museum Campus,Customer,,
17920,49092,7/11/2013 14:55,7/11/2013 15:13,492,"1,079",20.0,Dearborn St & Adams St,50.0,State St & Kinzie St,Customer,,
17921,49093,7/11/2013 14:55,7/11/2013 15:37,683,"2,550",196.0,Carpenter St & Huron St,221.0,Wood St & Milwaukee Ave,Customer,,
17922,49096,7/11/2013 14:55,7/11/2013 15:13,10,"1,068",20.0,Dearborn St & Adams St,50.0,State St & Kinzie St,Customer,,
17923,49101,7/11/2013 14:56,7/11/2013 15:12,192,973,43.0,Michigan Ave & Lake St,33.0,Green St & Milwaukee Ave,Customer,,
17924,49102,7/11/2013 14:57,7/11/2013 15:31,321,"2,052",42.0,Michigan Ave & Oak St,51.0,McClurg Ct & Illinois St,Customer,,
17925,49103,7/11/2013 14:57,7/11/2013 15:43,166,"2,774",8.0,Millennium Park,51.0,McClurg Ct & Illinois St,Customer,,
17926,49105,7/11/2013 14:57,7/11/2013 15:31,735,"2,055",42.0,Michigan Ave & Oak St,51.0,McClurg Ct & Illinois St,Customer,,
17927,49107,7/11/2013 14:57,7/11/2013 15:09,716,750,300.0,Lake Shore Dr & Monroe St,29.0,Museum Campus,Customer,,
17928,49108,7/11/2013 14:57,7/11/2013 15:10,327,797,300.0,Lake Shore Dr & Monroe St,29.0,Museum Campus,Customer,,
17929,49119,7/11/2013 15:00,7/11/2013 15:18,847,"1,100",300.0,Lake Shore Dr & Monroe St,413.0,Halsted St & 35th St,Customer,,
17930,49120,7/11/2013 15:00,7/11/2013 15:27,57,"1,625",64.0,Wells St & Erie St,30.0,State St & Harrison St,Customer,,
17931,49124,7/11/2013 15:01,7/11/2013 15:11,771,648,157.0,Aberdeen St & Jackson Blvd,10.0,Clinton St & Washington Blvd,Customer,,
17932,49127,7/11/2013 15:01,7/11/2013 15:10,498,527,5.0,Clark St & Randolph St,9.0,Clark St & Congress Pkwy,Customer,,
17933,49137,7/11/2013 15:04,7/11/2013 15:36,273,"1,923",31.0,Wabash Ave & Roosevelt Rd,50.0,State St & Kinzie St,Customer,,
17934,49141,7/11/2013 15:05,7/11/2013 15:15,448,595,20.0,Dearborn St & Adams St,31.0,Wabash Ave & Roosevelt Rd,Customer,,
17935,49145,7/11/2013 15:06,7/11/2013 15:21,297,910,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17936,49146,7/11/2013 15:05,7/11/2013 15:20,447,853,3.0,State St & Van Buren St,156.0,Aberdeen St & Madison St,Customer,,
17937,49148,7/11/2013 15:06,7/11/2013 15:44,373,"2,331",300.0,Lake Shore Dr & Monroe St,29.0,Museum Campus,Customer,,
17938,49153,7/11/2013 15:06,7/11/2013 15:21,99,863,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17939,49166,7/11/2013 15:08,7/11/2013 15:27,442,"1,137",64.0,Wells St & Erie St,30.0,State St & Harrison St,Customer,,
17940,49173,7/11/2013 15:08,7/11/2013 15:22,88,807,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17941,49176,7/11/2013 15:09,7/11/2013 15:21,820,730,8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17942,49182,7/11/2013 15:09,7/11/2013 15:36,384,"1,588",124.0,Cannon Dr & Fullerton Ave,189.0,Racine Ave & Fullerton Ave,Customer,,
17943,49183,7/11/2013 15:09,7/11/2013 15:36,125,"1,581",124.0,Cannon Dr & Fullerton Ave,189.0,Racine Ave & Fullerton Ave,Customer,,
17944,49188,7/11/2013 15:10,7/11/2013 15:34,197,"1,466",29.0,Museum Campus,8.0,Millennium Park,Customer,,
17945,49190,7/11/2013 15:10,7/11/2013 15:34,611,"1,437",29.0,Museum Campus,8.0,Millennium Park,Customer,,
17946,49191,7/11/2013 15:10,7/11/2013 15:34,69,"1,404",29.0,Museum Campus,8.0,Millennium Park,Customer,,
17947,49205,7/11/2013 15:13,7/11/2013 15:25,489,698,37.0,Clinton St & Tilden St,156.0,Aberdeen St & Madison St,Customer,,
17948,49213,7/11/2013 15:15,7/11/2013 15:36,723,"1,244",51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17949,49214,7/11/2013 15:15,7/11/2013 15:46,119,"1,852",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
17950,49218,7/11/2013 15:16,7/11/2013 15:26,560,578,156.0,Aberdeen St & Madison St,20.0,Dearborn St & Adams St,Customer,,
17951,49219,7/11/2013 15:16,7/11/2013 15:32,450,978,51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17952,49222,7/11/2013 15:18,7/11/2013 15:39,645,"1,261",51.0,McClurg Ct & Illinois St,300.0,Lake Shore Dr & Monroe St,Customer,,
17953,49223,7/11/2013 15:18,7/11/2013 15:36,727,"1,084",237.0,Lincoln Ave & Eastwood Ave,300.0,Lake Shore Dr & Monroe St,Customer,,
17954,49224,7/11/2013 15:18,7/11/2013 15:24,698,371,166.0,Halsted St & James M Rochford St,139.0,Loomis St & Taylor St,Customer,,
17955,49227,7/11/2013 15:19,7/11/2013 15:28,816,592,34.0,Michigan Ave & Pearson St,12.0,Larrabee St & Kingsbury St,Customer,,
17956,49235,7/11/2013 15:19,7/11/2013 15:46,748,"1,603",42.0,Michigan Ave & Oak St,29.0,Museum Campus,Customer,,
17957,49240,7/11/2013 15:20,7/11/2013 15:26,612,372,64.0,Wells St & Erie St,29.0,Museum Campus,Customer,,
17958,49241,7/11/2013 15:20,7/11/2013 16:39,122,"4,769",124.0,Cannon Dr & Fullerton Ave,51.0,McClurg Ct & Illinois St,Customer,,
17959,49242,7/11/2013 15:20,7/11/2013 18:43,852,"12,148",8.0,Millennium Park,300.0,Lake Shore Dr & Monroe St,Customer,,
17960,49244,7/11/2013 15:23,7/11/2013 15:55,869,"1,883",163.0,Morgan St & 18th St,8.0,Millennium Park,Customer,,
17961,49246,7/11/2013 15:24,7/11/2013 15:52,158,"1,637",29.0,Museum Campus,30.0,State St & Harrison St,Customer,,
17962,49247,7/11/2013 15:24,7/11/2013 15:50,820,"1,554",300.0,Lake Shore Dr & Monroe St,50.0,State St & Kinzie St,Customer,,
17963,49248,7/11/2013 15:24,7/11/2013 15:51,223,"1,605",29.0,Museum Campus,30.0,State St & Harrison St,Customer,,
17964,49249,7/11/2013 15:25,7/11/2013 15:50,297,"1,534",300.0,Lake Shore Dr & Monroe St,50.0,State St & Kinzie St,Customer,,
17965,49250,7/11/2013 15:25,7/11/2013 15:50,99,"1,543",300.0,Lake Shore Dr & Monroe St,50.0,State St & Kinzie St,Customer,,
